id,label
1,7.250296632212238e-52
2,4.743993907604592e-48
3,6.890219662991109e-59
4,6.1441737938523705e-47
5,2.1916388169382073e-45
6,3.7457439130035637e-50
7,1.7636481631635645e-49
8,6.662822738243625e-56
9,2.820275177383311e-46
10,4.40553050548758e-54
11,7.664306451677946e-45
12,1.6445192715682517e-50
13,2.146754181605998e-43
14,6.273101407331851e-45
15,6.150040730197436e-44
16,7.20552184748063e-47
17,1.5155045807210971e-50
18,4.4659276114413154e-46
19,7.218847761421147e-53
20,2.3585256369373758e-82
21,2.672377802423513e-49
22,8.882482802180114e-46
23,5.865903132637741e-58
24,3.238467842477165e-272
25,9.648687445422898e-44
26,2.159030857452951e-49
27,4.305800478311912e-44
28,1.39373263013753e-53
29,3.3132997725204163e-42
30,9.368794120604539e-48
31,5.432522798767033e-51
32,8.600397329586803e-59
33,1.2123125280998719e-46
34,2.151192809566869e-53
35,1.2786158124696315e-45
36,4.1711216408121184e-45
37,9.205244867187067e-47
38,1.9519431603601634e-204
39,6.4655472772678935e-52
40,3.8649004336391925e-43
41,7.367010160019501e-47
42,7.420736684202598e-53
43,6.197258931840387e-50
44,1.6448211795663204e-48
45,8.350431536383863e-55
46,2.1909845112375475e-51
47,1.7091469742610662e-63
48,1.3352954871715197e-45
49,2.374938151882976e-102
50,1.2414584851587915e-55
51,2.818270844393036e-44
52,1.007038463855975e-50
53,1.2521190876217392e-47
54,1.5653392441301803e-45
55,7.732378123352353e-84
56,2.734909844455642e-43
57,1.157710075883526e-42
58,1.7583757041708845e-47
59,2.747413318244749e-48
60,1.175506863323182e-45
61,5.811520685875745e-44
62,1.4697101559211893e-44
63,1.2472779119306582e-47
64,7.176402883855004e-46
65,5.83506647967406e-47
66,5.853188942650084e-57
67,4.2501352151169833e-57
68,5.064101934304266e-44
69,6.737366495420011e-52
70,1.1514103828406203e-42
71,1.2016991559193738e-44
72,7.535010215185493e-52
73,1.1639574644527066e-56
74,2.079114276813283e-55
75,5.136789149370508e-161
76,5.52090082316385e-52
77,7.551638570149442e-44
78,1.3566389442911482e-49
79,8.01412585839765e-45
80,1.2139985061776556e-43
81,2.5100336027001797e-51
82,1.4464998046840086e-43
83,9.097301618265853e-56
